timestamp,airTemperature,cloudCoverage,dewTemperature,seaLvlPressure,windDirection,windSpeed,electricity
2016/1/3 22:00,-6.1,0,-8.9,1029.7,290,4.1,238.441
2016/1/3 23:00,-6.1,0,-8.9,1030.1,310,3.6,174.048
2016/1/4 0:00,-6.7,0,-9.4,1030.4,320,4.1,115.385
2016/1/4 1:00,-7.2,0,-9.4,1030.7,310,3.6,198.982
2016/1/4 2:00,-7.8,0,-10,1031.3,290,2.1,202.671
2016/1/4 3:00,-7.8,0,-10,1031.9,220,2.1,123.56
2016/1/4 4:00,-8.9,0,-10.6,1032.3,0,0,187.533
2016/1/4 5:00,-10,0,-11.7,1032.7,220,2.1,203.685
2016/1/4 6:00,-11.1,0,-12.8,1032.9,0,0,139.277
2016/1/4 7:00,-11.1,0,-12.8,1033.1,190,1.5,187.452
2016/1/4 8:00,-11.7,0,-13.3,1033.6,240,1.5,243.923
2016/1/4 9:00,-12.2,0,-13.9,1034,0,0,211.115
2016/1/4 10:00,-10.6,0,-11.7,1034.5,170,2.1,221.226
2016/1/4 11:00,-8.9,0,-11.1,1034.8,170,1.5,278.856
2016/1/4 12:00,-6.7,2,-9.4,1034.1,170,2.1,264.333
2016/1/4 13:00,-5,2,-8.9,1033.1,160,2.6,217.538
2016/1/4 14:00,-3.3,2,-8.3,1032.5,170,3.6,290.383
2016/1/4 15:00,-3.9,2,-8.9,1032.5,150,5.1,314.182
2016/1/4 16:00,-5,2,-8.9,1032.6,150,4.6,251.918
2016/1/4 17:00,-6.7,2,-10,1032.6,140,4.1,248.655
2016/1/4 18:00,-7.2,8,-9.4,1032.3,140,3.1,295.435
2016/1/4 19:00,-7.2,8,-8.9,1031.6,160,6.2,366.155
2016/1/4 20:00,-7.2,8,-8.9,1031.1,160,5.7,318.469
2016/1/4 21:00,-7.2,8,-8.3,1030.7,170,6.2,314.566
2016/1/4 22:00,-6.7,8,-8.3,1030,170,7.2,311.8
2016/1/4 23:00,-6.7,8,-8.3,1029.3,170,5.7,159.859
2016/1/5 0:00,-6.7,8,-8.9,1028.7,180,7.7,137.72
2016/1/5 1:00,-6.7,8,-8.9,1028.1,170,5.1,207.739
2016/1/5 2:00,-6.7,8,-9.4,1028,200,6.2,193.741
2016/1/5 3:00,-5.6,8,-8.3,1028,180,6.2,118.458
2016/1/5 4:00,-5,8,-7.8,1027.4,180,4.6,206.728
2016/1/5 5:00,-4.4,8,-7.2,1027.4,180,6.7,205.662
2016/1/5 6:00,-4.4,8,-7.8,1026.6,170,5.7,117.469
2016/1/5 7:00,-5,2,-8.3,1026.1,170,6.7,210.141
2016/1/5 8:00,-5.6,2,-8.9,1025.4,170,6.2,256.544
2016/1/5 9:00,-5.6,2,-8.9,1024.8,170,6.7,200.781
2016/1/5 10:00,-3.9,2,-8.3,1024.3,180,6.7,344.585
2016/1/5 11:00,-2.2,2,-7.8,1023.9,170,5.7,374.422
2016/1/5 12:00,-1.1,2,-7.8,1023,190,6.7,264.193
2016/1/5 13:00,-0.6,4,-7.2,1021.8,190,7.2,224.668
2016/1/5 14:00,0,4,-7.2,1021.1,190,7.7,308.386
2016/1/5 15:00,-0.6,4,-7.2,1020.5,160,5.1,313.013
2016/1/5 16:00,-1.7,4,-7.2,1020.4,130,4.6,328.544
2016/1/5 17:00,-3.3,4,-7.8,1020.1,140,6.2,252.564
2016/1/5 18:00,-3.3,6,-7.8,1020.4,160,3.1,272.568
2016/1/5 19:00,-4.4,6,-8.3,1020.5,140,3.6,387.286
2016/1/5 20:00,-3.3,6,-7.2,1020.8,160,3.6,303.009
2016/1/5 21:00,-3.3,4,-7.2,1020.6,160,4.6,295.923
2016/1/5 22:00,-4.4,4,-7.8,1020.4,140,2.6,233.781
2016/1/5 23:00,-3.9,4,-7.2,1020.3,150,3.1,118.551
2016/1/6 0:00,-3.3,8,-6.7,1019.9,140,3.6,157.416
2016/1/6 1:00,-2.8,8,-6.1,1019.5,130,3.1,203.248
2016/1/6 2:00,-2.8,8,-6.1,1019.3,150,3.6,152.009
2016/1/6 3:00,-4.4,0,-7.2,1019.4,140,3.1,155.991
2016/1/6 4:00,-4.4,0,-7.2,1019.2,130,2.6,204.121
2016/1/6 5:00,-5,4,-7.2,1019,130,2.1,159.675
2016/1/6 6:00,-5,2,-7.2,1019.1,140,3.1,144.961
2016/1/6 7:00,-4.4,2,-6.7,1019.2,120,2.6,205.949
2016/1/6 8:00,-3.9,2,-6.1,1019,130,2.1,191.075
2016/1/6 9:00,-2.8,2,-6.1,1019.3,120,3.6,196.359
2016/1/6 10:00,-2.8,2,-6.1,1019.7,130,3.6,265.269
2016/1/6 11:00,-1.7,2,-5,1019.7,150,3.1,260.621
2016/1/6 12:00,-1.1,8,-5,1018.9,150,3.6,254.558
2016/1/6 13:00,-0.6,8,-4.4,1018.3,130,3.1,319.774
2016/1/6 14:00,0,8,-3.9,1017.7,150,3.1,319.124
2016/1/6 15:00,0,8,-3.9,1017.5,120,3.6,236.912
2016/1/6 16:00,0,8,-3.3,1017.3,130,4.1,267.396
2016/1/6 17:00,-0.6,8,-2.8,1017.7,140,4.1,260.675
2016/1/6 18:00,-0.6,8,-2.2,1017.8,130,4.1,274.514
2016/1/6 19:00,-0.6,8,-2.2,1017.9,130,3.6,217.732
2016/1/6 20:00,-0.6,8,-1.7,1018.1,130,2.6,254.856
2016/1/6 21:00,-0.6,8,-1.7,1017.9,140,3.1,239.444
2016/1/6 22:00,-0.6,8,-2.2,1017.5,140,3.6,121.722
2016/1/6 23:00,-0.6,8,-2.2,1017.6,150,3.6,187.902
2016/1/7 0:00,-0.6,8,-2.2,1017.3,140,3.1,197.286
2016/1/7 1:00,-0.6,8,-2.2,1016.9,150,2.6,118.236
2016/1/7 2:00,-0.6,8,-2.2,1016.6,130,2.6,207.804
2016/1/7 3:00,-0.6,8,-2.2,1016.6,120,2.6,182.436
2016/1/7 4:00,-0.6,8,-2.2,1016.3,130,3.1,128.537
2016/1/7 5:00,-0.6,8,-2.2,1015.9,120,2.6,209.05
2016/1/7 6:00,-0.6,8,-2.2,1015.9,140,3.1,166.104
2016/1/7 7:00,-0.6,8,-2.2,1015.9,120,2.6,168.184
2016/1/7 8:00,-0.6,8,-2.2,1015.9,120,2.6,252.918
2016/1/7 9:00,-0.6,8,-1.7,1016.6,130,3.1,199.474
2016/1/7 10:00,-0.6,8,-1.7,1016.4,130,2.6,240.95
2016/1/7 11:00,0,8,-1.1,1016.4,130,2.6,293.625
2016/1/7 12:00,0.6,8,-1.1,1015.5,130,2.1,257.879
2016/1/7 13:00,0.6,8,-1.1,1014.5,130,2.1,284.329
2016/1/7 14:00,0.6,8,-1.1,1014,140,2.6,308.485
2016/1/7 15:00,0.6,8,-1.1,1014,120,3.1,247.486
2016/1/7 16:00,0.6,8,-1.1,1014.3,110,2.6,268.856
2016/1/7 17:00,0.6,8,-1.1,1014.3,90,3.1,302.848
2016/1/7 18:00,1.1,8,-1.1,1014,80,2.6,328.014
2016/1/7 19:00,0.6,8,-1.1,1014,100,2.6,315.955
2016/1/7 20:00,0.6,8,-1.1,1013.9,100,1.5,323.051
2016/1/7 21:00,1.1,8,-1.1,1013.3,70,2.6,312.096
2016/1/7 22:00,0.6,8,-1.1,1013.1,80,3.1,213.362
2016/1/7 23:00,0.6,8,-0.6,1012.6,70,2.1,134.049
2016/1/8 0:00,0.6,8,-0.6,1012.2,10,1.5,154.777
2016/1/8 1:00,0.6,8,-0.6,1011.5,360,1.5,211.447
2016/1/8 2:00,0,8,-0.6,1011.1,360,2.1,133.508
2016/1/8 3:00,0,8,-0.6,1011,10,2.6,178.771
2016/1/8 4:00,0,8,-0.6,1010.6,10,2.1,204.292
2016/1/8 5:00,0,8,-1.1,1010.3,360,3.1,116.851
2016/1/8 6:00,0,8,-1.1,1010.1,360,2.1,204.097
2016/1/8 7:00,0,8,-1.1,1010.4,350,3.6,232.395
2016/1/8 8:00,0,8,-1.7,1010.1,10,4.6,222.765
2016/1/8 9:00,0,8,-1.7,1010.5,360,4.1,305.687
2016/1/8 10:00,0.6,8,-1.1,1010.5,350,4.1,372.588
2016/1/8 11:00,0.6,8,-1.1,1010.6,340,4.1,401.346
2016/1/8 12:00,0.6,8,-1.1,1009.8,330,4.6,412.518
2016/1/8 13:00,0.6,8,-1.1,1009.5,340,4.6,322.707
2016/1/8 14:00,1.1,8,-1.1,1009.3,340,3.6,319.77
2016/1/8 15:00,1.1,8,-1.1,1009.6,330,3.1,359.434
2016/1/8 16:00,0.6,8,-1.7,1009.8,320,6.2,377.227
2016/1/8 17:00,0,8,-2.2,1010.6,310,4.6,347.157
2016/1/8 18:00,-0.6,8,-2.8,1011.2,320,5.7,351.261
2016/1/8 19:00,-1.7,8,-4.4,1011.7,320,6.7,297.031
2016/1/8 20:00,-2.2,8,-5,1012.2,320,6.7,344.682
2016/1/8 21:00,-3.3,8,-5.6,1012.6,320,6.7,289.109
2016/1/8 22:00,-3.9,8,-6.1,1012.8,320,6.7,257.753
2016/1/8 23:00,-3.9,8,-6.1,1013.3,310,6.7,208.906
2016/1/9 0:00,-5.6,8,-8.3,1014.1,290,7.7,138.803
2016/1/9 1:00,-6.7,8,-9.4,1014.6,290,6.2,171.955
2016/1/9 2:00,-8.9,8,-11.7,1015.1,310,9.3,205.611
2016/1/9 3:00,-10,8,-12.8,1015.9,300,7.7,163.663
2016/1/9 4:00,-11.1,8,-14.4,1016.1,310,6.7,154.972
2016/1/9 5:00,-12.8,8,-15.6,1016.7,330,7.7,207.166
2016/1/9 6:00,-13.3,8,-16.7,1017.7,310,7.7,177.354
2016/1/9 7:00,-13.9,8,-16.7,1018.8,310,5.1,167.793
2016/1/9 8:00,-14.4,8,-17.8,1020.2,300,5.7,352.977
2016/1/9 9:00,-15,8,-18.3,1020.7,300,5.7,334.902
2016/1/9 10:00,-15,8,-18.3,1020.5,310,7.7,353.003
2016/1/9 11:00,-13.9,8,-17.8,1020.9,320,8.2,387.578
2016/1/9 12:00,-13.9,8,-17.8,1020.6,330,6.7,358.84
2016/1/9 13:00,-15,8,-18.3,1020.3,310,8.2,359.487
2016/1/9 14:00,-15.6,8,-19.4,1020.3,310,7.7,233.441
2016/1/9 15:00,-15,8,-20.6,1020.9,310,6.2,245.762
2016/1/9 16:00,-16.1,4,-21.1,1022,310,7.7,322.293
2016/1/9 17:00,-16.7,4,-21.7,1022.9,310,6.2,333.94
2016/1/9 18:00,-16.7,6,-21.7,1023.4,320,7.7,331.644
2016/1/9 19:00,-17.2,2,-22.8,1023.7,310,6.2,356.678
2016/1/9 20:00,-18.3,0,-23.3,1024,320,6.2,342.413
2016/1/9 21:00,-18.9,0,-24.4,1024.5,320,6.2,354.499
2016/1/9 22:00,-20,0,-25,1024.5,320,7.2,231.904
2016/1/9 23:00,-20.6,0,-25.6,1024.7,320,5.7,129.338
2016/1/10 0:00,-21.1,0,-26.1,1024.5,320,6.7,149.869
2016/1/10 1:00,-21.7,0,-26.7,1024.5,320,4.6,203.197
2016/1/10 2:00,-21.7,0,-26.7,1024.4,310,6.2,155.669
2016/1/10 3:00,-22.2,0,-26.7,1024.6,310,6.7,154.476
2016/1/10 4:00,-22.8,0,-26.7,1024.4,310,5.1,203.628
2016/1/10 5:00,-22.8,0,-26.7,1024.5,300,4.6,159.874
2016/1/10 6:00,-22.8,0,-26.1,1024.7,310,4.6,147.854
2016/1/10 7:00,-23.3,0,-26.1,1024.6,300,4.6,282.928
2016/1/10 8:00,-23.3,0,-26.7,1024.5,300,4.1,340.862
2016/1/10 9:00,-22.8,0,-26.7,1024.4,300,4.1,364.957
2016/1/10 10:00,-22.2,0,-26.7,1024.2,290,5.7,377.659
2016/1/10 11:00,-21.1,0,-26.7,1024.1,290,5.1,346.953
2016/1/10 12:00,-20,0,-26.1,1023.1,290,4.6,384.981
2016/1/10 13:00,-19.4,0,-25.6,1022.2,300,4.6,352.146
2016/1/10 14:00,-18.9,0,-25,1021.3,280,4.1,355.69
2016/1/10 15:00,-18.3,0,-25,1021,270,3.6,261.387
2016/1/10 16:00,-18.3,0,-25,1021.3,260,2.6,312.558
2016/1/10 17:00,-18.9,0,-25.6,1021.2,270,3.1,217.992
2016/1/10 18:00,-19.4,0,-25.6,1021.3,280,3.1,246.536
2016/1/10 19:00,-20,0,-25,1021.2,270,2.6,334.034
2016/1/10 20:00,-20,0,-24.4,1021.2,240,2.1,299.403
2016/1/10 21:00,-20.6,0,-23.9,1021.1,250,2.1,282.619
2016/1/10 22:00,-20.6,0,-23.9,1020.8,0,0,307.981
2016/1/10 23:00,-21.1,0,-23.9,1020.8,0,0,262.669
2016/1/11 0:00,-21.7,0,-24.4,1020.5,190,1.5,213.783
2016/1/11 1:00,-21.1,0,-23.9,1019.9,0,0,151.638
2016/1/11 2:00,-21.1,0,-23.9,1018.8,0,0,118.674
2016/1/11 3:00,-21.7,0,-23.9,1018.7,100,1.5,205.036
2016/1/11 4:00,-21.7,2,-24.4,1019,40,1.5,165.554
2016/1/11 5:00,-22.8,4,-24.4,1018.8,130,1.5,134.856
2016/1/11 6:00,-22.2,6,-25,1018.5,130,2.1,206.685
2016/1/11 7:00,-22.2,6,-24.4,1018.5,130,2.6,167.593
2016/1/11 8:00,-22.2,4,-25,1018.1,130,2.1,212.33
2016/1/11 9:00,-21.7,2,-23.9,1017.7,130,1.5,261.216
2016/1/11 10:00,-20.6,2,-22.8,1017.3,130,2.1,230.482
2016/1/11 11:00,-17.8,4,-20.6,1016.4,130,2.1,263.639
2016/1/11 12:00,-16.7,6,-20,1015.1,160,1.5,287.114
2016/1/11 13:00,-16.1,6,-20,1013.1,140,3.1,275.275
2016/1/11 14:00,-15.6,6,-19.4,1011.9,150,2.6,420.35
2016/1/11 15:00,-15,6,-18.9,1011.3,140,2.6,374.259
2016/1/11 16:00,-14.4,6,-18.9,1010.3,140,2.1,283.01
2016/1/11 17:00,-15,9,-17.2,1010.2,170,2.6,273.968
2016/1/11 18:00,-15,8,-17.8,1009.7,230,3.1,337.053
2016/1/11 19:00,-14.4,8,-17.8,1009.5,260,2.6,241.791
2016/1/11 20:00,-14.4,8,-17.2,1009.6,290,3.6,276.386
2016/1/11 21:00,-15,8,-17.8,1010,310,5.7,353.576
2016/1/11 22:00,-16.1,2,-18.9,1010.9,310,4.6,326.685
2016/1/11 23:00,-16.7,2,-19.4,1011.9,310,4.6,235.501
2016/1/12 0:00,-16.7,6,-19.4,1013.1,310,5.1,316.895
2016/1/12 1:00,-17.2,2,-21.1,1014.2,320,8.2,223.852
2016/1/12 2:00,-17.8,4,-21.1,1015.4,320,7.2,120.852
2016/1/12 3:00,-17.8,2,-21.7,1017,310,4.6,165.849
2016/1/12 4:00,-18.9,2,-22.2,1018.4,300,7.2,207.826
2016/1/12 5:00,-20,0,-23.3,1019.5,310,6.7,129.665
2016/1/12 6:00,-20.6,0,-23.9,1020.1,310,4.6,177.563
2016/1/12 7:00,-21.1,0,-24.4,1021.2,300,5.7,236.553
2016/1/12 8:00,-21.7,0,-25,1022.2,300,5.1,173.093
2016/1/12 9:00,-21.1,0,-25,1023.1,310,6.2,252.234
2016/1/12 10:00,-20.6,0,-25,1024.4,310,7.2,273.139
2016/1/12 11:00,-19.4,0,-24.4,1024.4,320,5.7,201.951
2016/1/12 12:00,-17.8,0,-23.9,1023.6,340,3.6,297.2
2016/1/12 13:00,-17.2,0,-23.3,1023.6,300,4.1,358.535
2016/1/12 14:00,-16.7,0,-22.8,1023.5,290,5.1,365.981
2016/1/12 15:00,-16.7,0,-23.3,1023.3,290,5.1,372.298
2016/1/12 16:00,-16.7,0,-22.8,1023.4,240,4.6,339.968
2016/1/12 17:00,-17.2,0,-22.8,1023.6,230,4.6,332.706
2016/1/12 18:00,-18.3,0,-22.8,1023.7,240,4.6,344.249
2016/1/12 19:00,-18.3,0,-22.8,1023.9,250,3.6,324.096
2016/1/12 20:00,-18.9,0,-22.2,1023.2,240,2.6,331.639
2016/1/12 21:00,-18.9,0,-22.8,1022.4,220,3.6,327.248
2016/1/12 22:00,-19.4,0,-22.8,1022.3,230,3.1,306.985
2016/1/12 23:00,-19.4,0,-22.8,1022,220,1.5,242.268
2016/1/13 0:00,-19.4,0,-22.8,1021.7,190,2.1,265.794
2016/1/13 1:00,-20,0,-22.8,1020.6,180,1.5,288.508
2016/1/13 2:00,-20,0,-22.8,1019.8,0,0,197.681
2016/1/13 3:00,-20,2,-22.8,1019.2,200,2.1,118.392
2016/1/13 4:00,-21.1,2,-23.3,1018.3,100,2.1,162.99
2016/1/13 5:00,-19.4,2,-22.2,1016.9,130,2.6,203.529
2016/1/13 6:00,-18.9,8,-21.7,1016.9,130,1.5,120.589
2016/1/13 7:00,-17.8,8,-20.6,1015.9,130,2.1,211.287
2016/1/13 8:00,-16.7,8,-19.4,1015.3,120,2.1,253.748
2016/1/13 9:00,-16.1,8,-18.9,1014.8,130,2.1,150.783
2016/1/13 10:00,-14.4,8,-17.2,1013.8,130,2.1,260.215
2016/1/13 11:00,-12.8,8,-15.6,1013.1,0,0,291.93
2016/1/13 12:00,-10.6,8,-14.4,1010.9,150,2.6,257.585
2016/1/13 13:00,-7.2,8,-12.2,1009.8,150,1.5,320.375
2016/1/13 14:00,-6.1,8,-10.6,1008.4,220,3.6,363.201
2016/1/13 15:00,-5.6,2,-10.6,1007.7,210,4.1,365.668
2016/1/13 16:00,-5.6,2,-10.6,1008.1,230,3.6,371.033
2016/1/13 17:00,-6.7,2,-11.1,1008.2,240,1.5,356.6
2016/1/13 18:00,-6.7,8,-11.1,1008.2,220,2.1,355.233
2016/1/13 19:00,-7.2,8,-11.7,1008.2,230,1.5,347.255
2016/1/13 20:00,-7.2,8,-11.1,1008.2,240,1.5,298.713
2016/1/13 21:00,-8.3,8,-11.1,1007.6,0,0,254.689
2016/1/13 22:00,-7.8,8,-11.1,1006.9,70,1.5,274.851
2016/1/13 23:00,-7.8,8,-11.1,1006.7,100,2.1,254.329
2016/1/14 0:00,-8.3,8,-11.1,1006.4,90,1.5,175.473
2016/1/14 1:00,-8.9,8,-11.1,1005.5,90,2.1,120.634
2016/1/14 2:00,-8.3,8,-11.1,1005.2,80,2.6,189.764
2016/1/14 3:00,-7.8,8,-10.6,1004.6,100,4.1,198.78
2016/1/14 4:00,-7.8,8,-10.6,1003.7,90,4.1,134.444
2016/1/14 5:00,-7.8,8,-10.6,1003.6,100,4.6,165.765
2016/1/14 6:00,-7.2,8,-10.6,1002.9,90,4.6,199.023
2016/1/14 7:00,-7.2,8,-10,1003.2,70,3.6,172.298
2016/1/14 8:00,-7.8,4,-10.6,1001.9,70,3.6,191.27
2016/1/14 9:00,-7.2,4,-10,1001.9,80,4.1,251.257
2016/1/14 10:00,-6.7,4,-9.4,1001.8,100,5.1,269.685
2016/1/14 11:00,-5.6,4,-8.9,1001.6,90,5.1,212.726
2016/1/14 12:00,-5,8,-7.8,1001.2,100,4.6,345.763
2016/1/14 13:00,-4.4,8,-6.7,999.7,100,4.6,313.396
2016/1/14 14:00,-4.4,8,-6.7,998.9,100,5.1,378.641
2016/1/14 15:00,-3.9,8,-6.7,998.9,110,5.1,407.014
2016/1/14 16:00,-3.9,8,-6.1,998.7,90,5.1,381.717
2016/1/14 17:00,-3.9,8,-6.1,999.1,70,4.6,364.242
2016/1/14 18:00,-3.3,8,-5.6,999.3,70,4.1,336.38
2016/1/14 19:00,-3.3,8,-5.6,998.6,80,6.2,248.016
2016/1/14 20:00,-3.3,8,-5.6,998.9,60,3.1,286.246
2016/1/14 21:00,-3.3,8,-5.6,999,360,4.1,298.919
2016/1/14 22:00,-3.9,8,-6.1,999.1,360,4.1,334.757
2016/1/14 23:00,-4.4,8,-6.7,999.3,20,4.6,301.619
2016/1/15 0:00,-5,8,-6.7,999.6,360,5.7,214.25
2016/1/15 1:00,-5,8,-6.7,999.6,10,4.6,160.256
2016/1/15 2:00,-5,8,-6.7,1000,360,3.6,120.075
2016/1/15 3:00,-5.6,8,-7.2,1000.7,340,5.7,189.296
2016/1/15 4:00,-5.6,8,-8.3,1001.4,330,4.6,190.393
2016/1/15 5:00,-5.6,8,-7.8,1001.8,340,5.7,137.964
2016/1/15 6:00,-5.6,8,-7.8,1002.1,330,5.1,159.294
2016/1/15 7:00,-5.6,8,-8.3,1003,330,5.1,245.604
2016/1/15 8:00,-5.6,8,-8.3,1003.5,340,6.7,253.057
2016/1/15 9:00,-5.6,8,-8.3,1004.4,330,6.2,212.072
2016/1/15 10:00,-5.6,8,-9.4,1005.1,330,6.7,261.625
2016/1/15 11:00,-7.2,8,-10.6,1006,320,7.2,357.901
2016/1/15 12:00,-7.2,8,-10.6,1005.7,320,7.2,376.569
2016/1/15 13:00,-6.1,8,-10,1005.6,320,5.7,378.66
2016/1/15 14:00,-6.1,8,-10.6,1005.7,310,8.2,362.775
2016/1/15 15:00,-6.7,8,-10.6,1006.7,320,7.7,286.16
2016/1/15 16:00,-6.7,8,-11.1,1007.9,320,7.2,357.586
2016/1/15 17:00,-6.7,8,-11.1,1008.7,320,6.7,483.446
2016/1/15 18:00,-6.7,8,-11.1,1009.7,320,6.2,577.286
2016/1/15 19:00,-7.2,8,-12.8,1010.4,320,7.2,548.39
2016/1/15 20:00,-8.9,4,-15,1011.5,310,5.7,567.147
2016/1/15 21:00,-10,4,-17.2,1012.1,320,7.2,713.597
2016/1/15 22:00,-10.6,4,-17.2,1012.6,320,5.7,704.736
2016/1/15 23:00,-10.6,4,-16.7,1012.8,320,7.2,633.014
2016/1/16 0:00,-11.1,8,-16.1,1013.1,310,5.7,257.033
2016/1/16 1:00,-11.1,8,-16.7,1013.4,310,6.2,144.445
2016/1/16 2:00,-12.8,2,-17.8,1014.1,300,6.2,120.935
2016/1/16 3:00,-13.9,2,-19.4,1014.6,300,5.7,216.771
2016/1/16 4:00,-15,0,-20,1015.3,300,6.2,209.777
2016/1/16 5:00,-16.1,2,-20.6,1016.2,310,7.2,149.723
2016/1/16 6:00,-16.7,6,-21.1,1016.8,310,6.2,182.741
2016/1/16 7:00,-17.8,6,-23.3,1018.1,310,7.7,219.31
2016/1/16 8:00,-18.3,6,-24.4,1018.4,340,5.7,206.637
2016/1/16 9:00,-18.9,2,-25,1018.8,320,7.2,339.586
2016/1/16 10:00,-18.3,2,-23.9,1019.1,320,6.2,401.958
2016/1/16 11:00,-17.8,2,-23.3,1019.2,330,6.7,403.536
2016/1/16 12:00,-17.8,8,-22.8,1019.2,320,8.2,401.601
